Time,Date,File Name,Site Name,User ID,Fault Code,Barometer,Cond,Sp_Cond,TDS,Sal,nLFCond,Depth,Vertical_Position,Pressure,ODO,ODO.1,ORP,pH,pH.1,Temp,Turbidity,TSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:31:12 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.3,19.2,32.1,21,0.01,32.5,6.526,6.879,9.281,-4.7,-0.61,60.7,4.81,94,3.966,1.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:31:10 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.2,18.6,31.2,20,0.01,31.6,6.486,6.8,9.224,-4.7,-0.61,67.8,4.8,94.8,3.961,1.34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:31:08 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.3,18.4,30.7,20,0.01,31.1,6.446,6.708,9.167,-4.7,-0.61,68.6,4.79,95.3,3.957,1.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:31:06 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.2,18.2,30.4,20,0.01,30.8,6.412,6.709,9.118,-4.7,-0.61,69.3,4.78,95.9,3.954,1.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:31:04 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.2,17.9,29.9,19,0.01,30.3,6.372,6.679,9.063,-4.6,-0.61,70,4.77,96.6,3.95,1.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:31:02 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.3,17.5,29.3,19,0.01,29.7,6.339,6.668,9.015,-4.6,-0.61,70.7,4.75,97.4,3.946,1.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:31:00 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.1,17.1,28.5,19,0.01,28.9,6.305,6.621,8.967,-4.6,-0.61,71,4.75,97.7,3.941,1.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:58 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.3,16.6,27.7,18,0.01,28.1,6.267,6.662,8.913,-4.6,-0.61,71.2,4.64,103.4,3.936,0.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:56 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.1,16.1,26.9,18,0.01,27.3,6.232,6.641,8.863,-4.6,-0.61,72.9,4.63,104.3,3.928,0.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:54 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.2,15.7,26.2,17,0.01,26.6,6.192,6.558,8.806,-4.6,-0.61,79.7,4.61,105.2,3.919,0.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:52 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.3,15.3,25.7,17,0.01,26,6.158,6.568,8.758,-4.6,-0.61,80.3,4.6,105.9,3.911,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:50 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.3,15.1,25.3,16,0.01,25.6,6.12,6.472,8.704,-4.6,-0.61,81.1,4.59,106.6,3.902,0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:48 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.2,15,25.1,16,0.01,25.4,6.088,6.488,8.658,-4.6,-0.61,81.8,4.57,107.4,3.893,0.65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:46 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.3,14.9,24.9,16,0.01,25.2,6.049,6.405,8.602,-4.6,-0.61,82.6,4.56,107.9,3.884,0.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:44 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.3,14.8,24.8,16,0.01,25.1,6.014,6.39,8.553,-4.6,-0.61,83.3,4.55,108.5,3.877,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:42 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.3,14.7,24.7,16,0.01,25,5.973,6.326,8.494,-4.6,-0.61,84,4.54,109,3.871,0.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:40 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.2,14.6,24.5,16,0.01,24.9,5.936,6.292,8.442,-4.6,-0.61,84.8,4.53,109.4,3.864,0.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:38 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.2,14.6,24.4,16,0.01,24.7,5.901,6.221,8.392,-4.6,-0.6,91.4,4.53,109.8,3.86,0.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:36 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.1,14.4,24.2,16,0.01,24.5,5.865,6.141,8.341,-4.6,-0.61,92.1,4.52,110.1,3.857,0.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:34 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.2,14.3,24,16,0.01,24.4,5.834,6.07,8.297,-4.6,-0.61,92.7,4.52,110.4,3.855,0.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:32 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.1,14.2,23.9,16,0.01,24.2,5.807,6.07,8.259,-4.6,-0.61,93.5,4.51,110.7,3.854,0.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:30 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.2,14.1,23.7,15,0.01,24,5.781,6.038,8.222,-4.6,-0.61,94.2,4.5,111.1,3.851,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:28 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.2,14,23.4,15,0.01,23.7,5.753,6.016,8.182,-4.6,-0.61,94.9,4.49,111.6,3.849,0.48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:26 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.1,13.8,23.2,15,0.01,23.5,5.727,5.977,8.145,-4.6,-0.61,95.7,4.48,112.1,3.845,0.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:24 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.2,13.7,23,15,0.01,23.3,5.699,6.022,8.105,-4.6,-0.6,96.5,4.47,112.7,3.84,0.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:22 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.1,13.7,22.9,15,0.01,23.2,5.671,5.961,8.066,-4.6,-0.6,97.2,4.47,113.2,3.835,0.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:30:20 PM,5/28/2024,240528-141929-_-Trout%20Bog.bin,Trout Bog,Charles,0,720.2,13.6,22.8,15,0.01,23.1,5.643,5.941,8.025,-4.6,-0.6,97.7,4.46,113.5,3.829,0.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
